idAAv,titre,createur
905,Amber Alert ,Babita Warboy
667,Imitation of Life,Diann Baddam
768,"So Normal (Normais, Os)",Ricoriki Jodrelle
598,Daria: Is It College Yet?,Raeann Shelford
145,"Proposition, The",Jourdain Garham
167,Peter Pan,Sonia Attrill
848,Thunder Rock,Zachery Becket
133,The Joy of Living,Nealson Palmby
646,Long Live Death (Viva la muerte),Pauletta Alywin
19,Clash by Night,Duncan Winfield
8,Extracted,Jaimie Brunet
959,Of Mice and Men,Gates Oram
570,"Return of the Pink Panther, The",Desi Stollhofer
517,"Loves of Pharaoh, The (Das Weib des Pharao)",Cordi Cloke
739,"Return, The",Lotte Jozef
582,"Family Tree, The",Glyn Boutellier
846,Belle of the Nineties,Maggee Tenwick
939,Redbelt,Gaven Sentance
367,"Keys to the House, The (Chiavi di casa, Le)",Vachel Duckering
148,Bad Biology,Dionisio Dartan
791,Antiviral,Sigmund Janousek
777,Nightmare,Isaiah O'Dunniom
346,Symmetry (Symetria),Ronny Crighton
921,Coming Out,Shaine Gauson
574,"One Potato, Two Potato",Berri Mallatratt
756,Pigsty (Porcile),Wally Clother
197,Syrup,Coleman Peckitt
166,"Boys, The (Pojat)",Killian Paunton
174,Pokémon 3: The Movie,Travis Segoe
208,Vampires Suck,Fabien Bichard
182,Bertsolari,Antonetta Leney
239,Where Do We Go Now?,Shelbi Pauleit
768,"Big Tease, The",Pavla Jarratt
302,"Flock, The",Michaela Ruxton
189,Thy Womb (Sinapupunan),Christie Voden
663,"Unexpected Love, An",Janetta Botcherby
652,Smiley Face,Bartram Pirrone
574,"Merchant of Venice, The",Martica Sidsaff
448,Von Richthofen and Brown,Binni Skaife
357,"Fallen, The",Tiffanie Skeemor
1039,Alabama's Ghost,Royall Normanton
653,"Tree of Life, The",Haley Ogan
185,Jekyll,Katrine Buck
659,The Second Best Exotic Marigold Hotel,Inge Barabisch
132,Addicted,Allan Fareweather
895,Tucker & Dale vs Evil,Zahara Alchin
135,Hamlet,Antonio Blyden
479,Night of the Running Man,Francesca Mcettrick
798,Cinderella III: A Twist in Time,Kane Dansey
245,"Map of the World, A",Ermanno Tattersfield
150,"Incredible Hulk Returns, The",Donelle Craister
725,"Goodbye Bafana (Color of Freedom, The)",Ambrosio Carn
1036,Toy Story 3,Winnie Schulz
864,Caught Up,Adlai Rome
619,Cookers,Linc Lace
937,Gray Lady Down,Maighdiln Maberley
974,"Music Lovers, The",Sayres Bunting
205,Shadow Man,Tommy Orrah
792,I Really Hate My Job,Pauly Licciardello
902,The Uncommon Making of Petulia,Aron Delany
869,"Champ, The",Lib Bruni
227,Corto Maltese: The Guilded House of Samarkand (La maison dorée de Samarkand),Domeniga Burnsides
1068,Stones in Exile,Jessie Bardwall
168,Ghetto (Vilniaus Getas),Vanya Roberto
347,"Man Next Door, The (El hombre de al lado)",Brand Frossell
258,Man Push Cart,Kailey Leedal
359,"Very Harold & Kumar 3D Christmas, A",Fonzie Crewe
891,How to Draw a Bunny,Herman Sweeny
413,Spaced Invaders,Perla Kording
380,"Web of Death, The",Meggie Breakwell
331,Broadway Bill,Burtie Popescu
319,American Gangster,Dorotea Cansdell
755,My Name Is Joe,Griffy Hincks
5,Darkness Falls,Ashlan Moakson
285,William Shakespeare's A Midsummer Night's Dream,Jan Halcro
626,I giorni contati,Curcio Linnell
962,Wonderful and Loved by All (Underbar och älskad av alla),Mirilla Pratten
786,Anima Mundi,Murry Panchin
371,Sarah Silverman: Jesus Is Magic,Dag Jewsbury
1000,Cloudy with a Chance of Meatballs 2,Cathy Hovell
266,"Prodigal, The",Jayne Holme
91,"Buddy Holly Story, The",Axe Woolmington
82,"Run, Simon, Run",Joscelin Enoch
356,Anima Mundi,Murry Panchin
437,El Lobo,Felizio Domenichelli
1000,French Fried Vacation 2 (Les bronzés font du ski),Ellery Dronsfield
116,Arsenal,Buddie Doxsey
65,Two Thousand Maniacs!,Fanya Fahy
427,Hawking,Holmes Kaspar
105,American History X,Babara Pott
207,Brides (Nyfes),Shelly Brinkley
411,Love Me Tonight,Leora Closs
867,Restless Natives,Sophey Gerant
137,Free Radicals (Böse Zellen),Kylie Crank
585,"Big Hangover, The",Leda Dudley
432,S.P.L.: Kill Zone (Saat po long),Brina Claffey
298,Butter,Wyndham Partkya
164,Return to Horror High,Timotheus Murricanes
813,Ransom (a.k.a. The Terrorists),Marlee Stiling
503,"Craigslist Killer, The ",Humfrey Luparti
888,Films to Keep You Awake: The Baby's Room (Películas para no dormir: La habitación del niño),Tremaine Dodworth
210,Going the Distance,Lazare Pratchett
587,Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines),Brandea Skitral
778,Sweet Home Alabama,Gabie Manus
319,Miss Pettigrew Lives for a Day,Paloma Lisimore
956,All American Orgy (Cummings Farm),Linzy Mosten
865,Enid Is Sleeping,Alana Melly
695,Friends with Kids,Kimball Babonau
947,Night Train,Immanuel Meric
1061,Young Guns,Selig Corzor
463,"Killing Fields, The",Lebbie Ruberry
782,"Haunted House, The",Delila Oakly
828,Trouble with the Curve,Roma Castanyer
459,Ruby,Dollie Graber
661,Alice in Wonderland,Irwinn Maddrah
850,"Kid Brother, The",Kele Edwins
233,Nocturna Artificialia,Carlie Toolin
412,Watership Down,Gery Tomik
797,Sid and Nancy,Jemima Durrans
65,Captain January,Heath Gorsse
997,Bad Family (Paha Perhe),Rosana Nolder
890,"Beautiful Country, The",Bradford Smorfit
464,Demon Lover Diary,Belle Buckthought
195,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie),Randolf Bartoli
848,Polish Wedding,Agnola Klees
556,Airspeed,Lenee Penna
865,"Manta, Manta",Lorry Lutz
344,"Return of the Pink Panther, The",Desi Stollhofer
40,Dear Frankie,Ellette Leffek
974,Canon,Imelda Penreth
9,Ginger and Fred (Ginger e Fred),Garwood Sandon
1005,Daddy Nostalgia (Daddy Nostalgie),Hermann Kubin
9,We Stand Alone Together,Viviyan Heighway
620,Crossfire Hurricane,Mersey Digman
864,"Thief, The (Vor)",Travis Forst
332,Anna,Brynna McIlreavy
165,Resurrection,Loella Crowdace
20,"Lost Thing, The",Trudi Shellshear
1054,Dry Cleaning (Nettoyage à sec),Alexis Faraday
352,Dr. T and the Women,Gonzalo Paolicchi
1007,Eye of the Beholder,Mordecai Ellison
689,Babylon 5: The Gathering,Brandyn Shewry
66,Head of State,Natale Wadesworth
707,What If,Danni Brierton
371,"Swan Princess, The",Kareem Scurrah
1057,Cinderella III: A Twist in Time,Kane Dansey
42,White Wedding (Noce blanche),Shari Beagen
718,Human Touch,Bent Beagin
452,Non-Stop,Sterne Wickersham
197,"Arbor, The",Loren Cookley
666,"Most Beautiful, The (Ichiban utsukushiku)",Othilie Skewes
75,Tin Toy,Arabela Sperling
189,"Kiss Me, Stupid",Rozina Capelin
433,The Sinners of Hell,Kippy Capeloff
746,So Ends Our Night,Dur Abrahamovitz
647,Ragnarok,Kira Gammons
521,Fail-Safe,Cosimo Papachristophorou
796,Shiver (Eskalofrío),Ganny Spaughton
231,Liberty Kid,Karina Stegel
160,"Strange Little Cat, The (Das merkwürdige Kätzchen)",Casar Blayney
748,Oliver Twist,Perla Baggelley
270,Bean,Gino O'Heneghan
941,loudQUIETloud: A Film About the Pixies,Julianna Tick
917,Shut Up and Play the Hits,Templeton Staten
509,That's Entertainment! III,Vallie O Sullivan
872,Executioners (Xian dai hao xia zhuan),Raffaello Cordery
24,Hiroshima,Miran Zambon
428,On the Waterfront,Shanta Hutson
757,"Butcher, The (Boucher, Le)",Aldin Scawton
519,Life 2.0,Cecilio Blandamore
590,Dr. Who and the Daleks,Janine Cromett
900,Beneath the Rooftops of Paris (Sous les toits de Paris),Cleopatra Aymeric
232,Brothers,Merilee Rideout
899,Mother and Son (Mat i syn),Lucio Matysik
661,"Mosquito Net, The (La mosquitera)",Minnaminnie Filippone
267,Polish Wedding,Agnola Klees
585,"Happy Poet, The",Cordula Thomann
432,Mafioso,Rorke Kerswill
263,"Affair of Love, An (Liaison pornographique, Une)",Jeralee Caulfield
189,"Source Family, The",Helene Acome
144,Dangerous Ground,Verna Robins
296,Decision at Sundown,Fancie McGlue
490,Straight Talk,Chic Wickrath
919,"Assault, The (L'assaut)",Abbot Bauduccio
680,My Wife is an Actress (Ma Femme est une Actrice),Louise Keble
518,Short Sharp Shock (Kurz und schmerzlos) ,Barb Hatrey
438,Poolhall Junkies,Stavro Armor
715,"Boy Called Hate, A",Gerri McEachern
863,Crimewave,Palm Bentall
533,"Insider, The",Mannie Fleetham
413,"Two Faces of January, The",Aleece Yate
807,Across to Singapore,Becky Caskie
116,Unfaithfully Yours,Claudian Riseam
745,The Disappearance of Eleanor Rigby: Her,Elsie Duff
564,"Princess Blade, The (Shura Yukihime)",Kary MacKettrick
675,Tales of Vesperia: The First Strike (Teiruzu obu vesuperia: The first strike),Alison Ryall
500,Poison,Isadore Imlacke
812,This Is England,Forster Krauze
22,Killing Them Softly,Leighton Bolesma
517,Happy Christmas,Hymie Keeble
787,I Wake Up Screaming,Norri Sollis
121,Zuzu Angel,Kiel Dominguez
508,Side Effects,Tully Faulconer
117,Love Field,Blaine Maddicks
205,Spring in a Small Town (Xiao cheng zhi chun),Lock Chansonne
340,Capone,Harrison Batterson
144,How to Eat Fried Worms,Janette Lockart
656,Manufactured Landscapes,Alastair Fronks
601,"Police, Adjective (Politist, adj.)",Jeffry Kenningham
760,42 Up,Stephenie McGrah
687,"Ungentlemanly Act, An",Laverna Fairhall
172,Moonwalker,Lida Viney
112,Curse of the Pink Panther,Ingram Sevior
800,Prime Suspect 7: The Final Act,Finlay Cyster
1063,Prince Valiant,Raymond Edgett
750,Hangman's House,Agustin Tewnion
334,Stretch,Johnny Adds
1026,Dead Presidents,Annice Franck
824,"Go-Getter, The",Sawyer Pavelin
45,Scandal (Shubun),Nelie Vase
494,Legend of the Boneknapper Dragon,Eddy Acreman
224,Simple Men,Felita Purkins
815,"Unborn, The",Gilbertine Artrick
75,Tongan Ninja,Jilly Trayte
30,"Paradise, Hawaiian Style",Hobie Sherrott
562,"Man Who Left His Will on Film, The (Tôkyô sensô sengo hiwa)",Lara Durn
495,Journey to the Beginning of Time,Seward Gunning
282,Outrage (Autoreiji),Ethelred Wreford
558,"Escort, The (Scorta, La)",Cherin Walthew
508,"Mortal Storm, The",Udall Spadazzi
1030,Adanggaman,Lottie Basketter
207,Someone I Loved (Je l'aimais),Esmeralda Granger
410,Twice in a Lifetime,Mamie Blay
414,"Forger, The",Ashla Vaines
758,"Jacob the Liar (Jakob, der Lügner)",Bianca Frounks
454,How to Draw a Bunny,Herman Sweeny
116,Dead Men Walk,Francisco Owttrim
866,Café Metropole,Beitris Breffitt
317,Don't Torture a Duckling (Non si sevizia un paperino),Lonnard Inold
20,Leaving Las Vegas,Shaun Gregoriou
280,"Headhunter's Sister, The",Kare McPhate
922,Control,Sheree Abramchik
840,"Mosquito Net, The (La mosquitera)",Minnaminnie Filippone
583,"Muertos, Los",Melloney Pulver
531,Lentsu,Wanda Kurth
41,4 Little Girls,Clement Snalum
269,Symmetry (Symetria),Ronny Crighton
239,"Deadly Mantis, The",Roger Jelf
111,In the Winter Dark,Cacilie Guyton
775,Inserts,Shirlee Mifflin
809,Cadillac Records,Zulema McGinnis
122,Advance to the Rear,Nikkie Rounsefell
1057,Nixon,Zola Napier
823,"Lord of the Rings: The Fellowship of the Ring, The",Pinchas Tourne
874,Let it Rain (Parlez-moi de la pluie),Damita Huxley
41,Idiots and Angels,Ronica Maydwell
206,Mister Roberts,Blithe Kenen
141,Serving Life,Daune Clamp
453,Day Night Day Night,Roseline Peealess
708,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo),Kara-lynn Bridgwood
202,Sleeping Beauty,Gaultiero Rowan
311,"Man Without a Face, The",Glennis Melding
951,Pinocchio,Mechelle Brussell
952,The Big Flame,Meggy Fulks
309,Radio Free Albemuth,Gregory Taffley
534,Hangman's House,Agustin Tewnion
134,Best Foot Forward,Angelica Holberry
349,Spaced Invaders,Perla Kording
507,Confidentially Yours (Vivement dimanche!),Eulalie Friary
1042,George Carlin: Life Is Worth Losing,Kermit Rollo
1009,Offspring ,Nanny Piddlesden
882,Zookeeper,Roze Alpe
539,Soldier Blue,Gael Klaggeman
907,Murder by Proxy: How America Went Postal,Corri Redhills
140,"Proposal, The",Edd Simonich
328,My Girl 2,Stuart Gowenlock
402,Rush,Yul Halfhead
412,"President's Lady, The",Cathrine Pearman
342,Gardens of Stone,Edythe Colbeck
369,Gardens of Stone,Edythe Colbeck
931,Black Widow,Nyssa Figura
322,Tyson,Gabrielle Teale
221,Blood into Wine,Randi Pimer
100,Girl Shy,Benny Dimont
895,"Innocent Man, An",Matthieu Scoterbosh
617,Billy Jack,Ailee Mc Corley
551,"Crucible, The",Romola Lett
402,Bandolero!,Linet Mohammed
366,Comradeship (Kameradschaft),Nettie Robottom
399,Lucky Night,Phillipp Mylechreest
613,A Night at the Movies: The Horrors of Stephen King,Reyna Phittiplace
335,Christmas Comes but Once a Year,Karina Sima
296,The Man Who Shook the Hand of Vicente Fernandez,Essy Witcombe
85,Zookeeper,Barret Muriel
214,"Wonderful Ice Cream Suit, The",Waldo Dugget
125,Wheelmen,Rolland Learmonth
1051,Mortel transfert,Corbie O'Flaherty
541,Rage at Dawn,Martelle Clouston
977,Guardian Angel,Tiertza Yannoni
637,Vertical Features Remake,Ashbey Yurmanovev
878,Lottery Ticket,Artemis Oslar
687,"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La)",Charmane Vanyushin
732,My Afternoons with Margueritte (La tête en friche),Pryce Greatbatch
673,"Guyver, The",Kathryn Headingham
350,Jean-Luc Cinema Godard,Marieann Autrie
911,"Parking Lot Movie, The",Patrick Nehl
861,"Man, Woman and the Wall (Kikareta onna no mirareta yoru)",Teressa Seamarke
1006,"Art of War, The",Karole Becker
789,Courier,Shalom Sofe
198,Mujhse Dosti Karoge!,Dunstan Lamont
130,Two Drifters (Odete),Westley Mincini
70,Carmen,Constance Worgan
8,Hope Floats,Melisent Guly
1028,Hysteria: The Def Leppard Story,Rinaldo Sherborne
629,Night and Day,Jannelle McDavid
331,Notorious C.H.O.,Breena Cowndley
856,"Jazz Singer, The",Fraze Farnsworth
203,Amuck!,Larisa Bompas
739,Warlock: The Armageddon,Janetta Kelk
446,Airspeed,Lenee Penna
968,At Land,Josey Mostin
311,Sleeping Beauty,Gaultiero Rowan
322,Free Radicals (Böse Zellen),Kylie Crank
116,"Country Bears, The",Don Jedrysik
37,Toy Story,Mufinella Bricklebank
1060,Crimewave,Palm Bentall
842,Margin Call,Mike Bounde
115,"Brown Bunny, The",Marysa Dominguez
536,Our Children (À perdre la raison),Patty Symcock
844,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Sibbie Jent
994,"Outside Man, The (Un homme est mort)",Deane Allibon
74,Giorgino,Caesar Mathivat
256,Night of the Running Man,Francesca Mcettrick
900,Watchmen: Tales of the Black Freighter,Ewell Falconar
1032,"Black Stallion Returns, The",Vonny Longforth
237,Salmonberries,Bari Dinjes
445,Thunderbirds Are GO,Sarge Wellbank
39,"Ungentlemanly Act, An",Kris Teulier
385,Adrenalin: Fear the Rush,Ogden Claffey
838,Mentiras y gordas,Nathan Wegner
31,Corto Maltese: The Guilded House of Samarkand (La maison dorée de Samarkand),Domeniga Burnsides
273,Secrets of Eden,Hersch Parzizek
193,Fire in Castilla (Tactilvision from the Moor of the Fright),Nettle Laird
614,Mr. Blandings Builds His Dream House,Magdaia Hablot
710,"Substance of Fire, The",Eustacia Guinane
557,Age of Heroes,Delphine Strickland
349,"Captain Thunder (Capitán Trueno y el Santo Grial, El) (Prince Killian and the Holy Grail)",Boot Haythorn
634,Kate & Leopold,Cart Crisp
230,Psycho Beach Party,Ode Canet
445,Hitman,Terza Aidler
548,New Police Story (Xin jing cha gu shi),Delmor Adey
744,"Travelling Players, The (O thiasos)",Garrard Laying
609,Gods of the Plague (Götter der Pest),Horatio Geroldi
788,Curse of the Blair Witch,Deanna Jindrich
882,Higher and Higher,Consuela Lound
697,Cousinhood (Primos),Bartholomeus Siggers
460,Kabluey,Gaven MacLeese
437,Sour Grapes,Devondra Hansard
428,Coup de grâce (Der Fangschuß),Miltie Standbridge
333,Turtles Can Fly (Lakposhtha hâm parvaz mikonand),Abie Standingford
83,"Killing Fields, The",Lebbie Ruberry
140,Four Adventures of Reinette and Mirabelle (4 aventures de Reinette et Mirabelle),Sandy Lorinez
459,"Crush, The",Constanta Bedding
1052,Toy Story 3,Winnie Schulz
42,"Spy Who Came in from the Cold, The",Nate Chantillon
710,Corto Maltese in Siberia (Corto Maltese - La cour secrète des Arcanes),De witt Drohane
491,Notorious C.H.O.,Breena Cowndley
927,Fist of the North Star,Guenevere Howey
924,Tucker & Dale vs Evil,Zahara Alchin
163,Cyrano de Bergerac,Cassandra Midford
351,Criminals,Oona Dibling
442,River of Grass,Shaw Mabe
644,Three Came Home,Aubrey McCulley
954,Riley Rewind,Budd Blowfelde
976,Beautiful Joe,James Tall
312,Alucarda,Ariadne Justham
1012,Monster House,Rhodia Loins
978,Megacities,Nerti Sivorn
978,Take Care of My Cat (Goyangileul butaghae),Willie Francombe
375,Look at Me (Comme une image),Marika McGurn
403,Tyler Perry's Madea Goes to Jail,Brenna Scapelhorn
564,Stay Alive,Ralph Beceril
793,Hollidaysburg,Ulrick Fasson
381,Red Dog,Giralda Carle
100,Smiley Face,Bartram Pirrone
484,Letters from Iwo Jima,Jobye Parsand
312,Gangs of New York,Reggie Cerith
1055,Captive Heart: The James Mink Story,Karina Chipchase
292,"Wedding Gift, The",Granny Sisneros
942,We'll Never Have Paris,Gregg Jacquot
923,Live-In Maid (Cama adentro),Yettie Baudinet
591,Pekko ja unissakävelijä,Arnold Bullion
292,No Reservations,Kaja Defraine
709,Spirits of the Dead,Diego Volcker
48,Jude,Elspeth Westwell
847,"Honey, I Shrunk the Kids",Inger Woods
238,Everything,Valene Skevington
970,"Machine, The",Kaleb Francescoccio
148,"It's Christmastime Again, Charlie Brown",Dennet Pendergrast
636,"Negotiator, The",Dulcie Murr
886,Kiss Me (Kyss Mig),Samara Mum
558,Among Us (Onder Ons),Vincents Poulson
142,"Adonis Factor, The",Howie Duplan
195,It Started with Eve,Jenifer Jaume
243,Sun Don't Shine,Emmie Barnewelle
813,Oki's Movie (Ok-hui-ui yeonghwa),Caleb Pettegre
767,Father and Guns (De père en flic),Bard Pirdy
386,"Heart in Winter, A (Un coeur en hiver)",Elyn MacGuffie
648,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),Olenka Vouls
675,Lotte Reiniger: Homage to the Inventor of the Silhouette Film,Bobbye Cartwight
103,Camel Spiders,Rowan Staples
802,Too Many Husbands,Nananne Rumens
711,Gloriously Wasted,Lenard Walewicz
282,Big Trouble in Little China,Raimundo Aim
939,Pokémon 3: The Movie,Travis Segoe
139,Pina,Elke Fetherston
188,"Telephone, The",Bette Kield
213,Serving Life,Daune Clamp
857,Bananas!*,Ardeen Grutchfield
517,Of Time and the City,Markos Asbury
18,Like Mike 2: Streetball,Fidelity Vescovo
315,Hardboiled Egg (Ovosodo),Alexandre Fletcher
353,Human Trafficking,Melicent Thorsen
13,Asterix and Cleopatra (Astérix et Cléopâtre),Magdaia Laybourn
94,She Hate Me,Geoffrey Habden
314,Weekend,L;urette Carless
266,1408,Ange Loakes
8,"Perfect Couple, A",Marlena Shimwall
725,On the Waterfront,Shanta Hutson
58,Arsène Lupin,Jyoti Hollingby
974,Green Lantern: First Flight,Birk Pettman
406,Cialo,Nanette Euels
42,Cry of the Banshee,Corly Hadwen
16,Yolki 2,Nero Sevier
372,Woman in the Dunes (Suna no onna),Rubie Filipic
540,"Omega Code, The",Erie Barker
948,"War of the Worlds, The",Doroteya Westpfel
128,Woman in the Dunes (Suna no onna),Joelly Narramor
575,Twelfth Night,Katleen Mawson
490,Spooner,Erina MacCrackan
228,Fitzcarraldo,Jeffrey Bloore
593,Girls on Top 2,Marigold Cringle
928,Dead Bang,Anstice Bellelli
876,Cadillac Records,Zulema McGinnis
967,Tere Naam,Tally Baumadier
919,Jackass Presents: Bad Grandpa .5,Uri Tedahl
703,Toy Story of Terror,Lacy Edgson
413,Down to Earth,Myrtie MacGinlay
364,"Order, The",Parker Dorkens
776,Starting Out in the Evening,Shermy Basil
1027,Pokémon the Movie: Black - Victini and Reshiram,Mimi Ferrarini
347,Mirage,Cristie Patrono
611,"Jar, The (Khomreh)",Marven Ivannikov
680,"Trap: What Happened to Our Dream of Freedom, The",Gertrude Vlies
756,Cross My Heart,Hobey Dakhno
414,In Praise of Older Women,Kalindi Stanbra
844,Asterix and the Vikings (Astérix et les Vikings),Zondra Dibble
1064,It's Always Fair Weather,Stavros McCarl
485,Reefer Madness: The Movie Musical,Jacquenetta Tidd
278,Pekka ja Pätkä salapoliiseina,Aleksandr Claque
870,2001 Maniacs,Vida Bonus
403,Harrison Bergeron,Janice Lammert
825,Hamlet,Antonio Blyden
373,Summer of '04 (Sommer '04),Anatole Boldero
726,"Thief, The (Vor)",Travis Forst
932,Tobruk,Tobe Ivashintsov
881,Prizzi's Honor,Pearce Ozintsev
483,"Last Kiss, The",Maggie Brownell
310,Struck by Lightning,Randolf Redholls
270,Barbarosa,Shawna McArte
683,St Trinian's 2: The Legend of Fritton's Gold,Emilee Jiroutka
56,"Last Frontier, The",Waneta Oliveira
960,Project X,Peder Bonnin
295,"Mortal Storm, The",Udall Spadazzi
598,Repentance (Monanieba),Wynny Lefever
1060,Stuart Saves His Family,Malina Davisson
427,The Confessions of Bernhard Goetz,Benjamin Earle
643,At Land,Josey Mostin
724,Twilight's Last Gleaming,Nora Letcher
749,Hamlet,Way Jowling
285,"Details, The",Helsa Alyonov
106,The Third Half,Hilton Whysall
462,P.U.N.K.S,Barry Carcass
191,Dead Tired (Grosse Fatigue),Merwyn Courtese
739,Halls of Montezuma,Amalie Vasyutkin
925,"Emergency Escape, The (Wyjscie awaryjne)",Corella Whitta
613,The Evictors,Riordan Matthesius
890,"Life of Oharu, The (Saikaku ichidai onna)",Michail Whitelaw
411,Courier,Shalom Sofe
945,Hardball,Graham Mathias
175,Anima Mundi,Murry Panchin
75,Private School,Florie Brickstock
268,Belle Starr,Ryon Gaywood
138,Wishing Stairs (Yeogo goedam 3: Yeowoo gyedan),Alyson Cranham
712,Four Sons,Hill Verissimo
1018,Montenegro,Rollin Bausmann
21,Crime at Porta Romana,Gaylene Laxson
830,Jesse Stone: Innocents Lost,Betsey Flanner
718,Free Radicals (Böse Zellen),Kylie Crank
808,Spanglish,Tarrance Dionsetto
195,Expelled: No Intelligence Allowed,Giraldo Killcross
866,Lay the Favorite,Eda Musso
95,"Book Thief, The",Stearn Oxlade
162,"Rack, The",Franklyn Overstall
493,Wild Beasts (Wild beasts - Belve feroci),Bliss Viccary
93,"Brown Bunny, The",Fidela Jerrans
70,Silent Light (Stellet licht),Giffer McMarquis
318,The Hearts of Age,Fawne Yellowlee
242,"Paimen, piika ja emäntä",Karoline Coaten
498,Nocturna Artificialia,Carlie Toolin
895,"Cardinal, The",Jonell Sallowaye
382,Harakiri (Seppuku),Mark Padgett
633,"Other Son, The (Fils de l'autre, Le)",Kelila Malthus
921,War Witch (Rebelle),Webb Rylstone
204,"Day the Earth Stood Still, The",Gwenette Belcham
415,Live-In Maid (Cama adentro),Yettie Baudinet
1044,Mr. Moto in Danger Island,Abigale Zealy
37,Love Streams,Susan Erdes
1030,"American in Paris, An",Chas Twigg
342,Cleo from 5 to 7 (Cléo de 5 à 7),Belia Charlet
1052,Hamlet,Way Jowling
723,Sapphire,Marlene MacNeilage
482,"Hunter, The",Melisa McKevany
717,PoliWood,Westley Carlaw
754,"Color of Pomegranates, The (Sayat Nova)",Mariya Buckston
197,Blood into Wine,Stephanus Le Borgne
763,"Lords of Flatbush, The",Claretta Darkins
371,Adam Had Four Sons,Spenser Velden
342,Joe Kidd,Mycah Davidovics
316,Please Vote for Me,Stavro Duplan
530,Girl in Progress,Nap Geale
150,"Dark Side of the Sun, The",Quinton Windeatt
795,"Dinner Guest, The (L'invité)",Micheil Marple
645,"Thing Called Love, The",Sybille West
992,"Fork in the Road, A",Armin Branwhite
1044,Cheerleader Camp,Leola Healey
1029,Boy Meets Girl,Stavro Ledwith
825,Traffic (Trafic),Cynthy Wharf
184,"Other Son, The (Fils de l'autre, Le)",Kelila Malthus
976,The Savior,Roman Tesmond
1065,"Russell Peters: Red, White and Brown",Bunny McKane
973,"Shakiest Gun in the West, The",Shem Fruen
124,Ruby in Paradise,Dorisa Hurne
497,Commander Hamilton (Hamilton),Karie Brack
36,Chuck Norris vs Communism,Birgit Doylend
814,Trouble with the Curve,Roma Castanyer
466,"Sting, The",Michaela Cessford
315,"Glimpse Inside the Mind of Charles Swan III, A",Ulrich Pavel
788,LEGO Batman: The Movie - DC Heroes Unite,Lenna Ascroft
760,"Human Factor, The",Lowell Dominguez
840,Faster,Adelina Kennaway
957,Kink,Elvina Hanham
105,"Secret, The",Carmina Iverson
263,Diên Biên Phú,Penelope Pearmine
604,Fados,Corena Outright
221,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L')",Kaleena Hussey
545,Heart Like a Wheel,Oliy Justis
227,Virginia,Constantin Icom
142,"White Ribbon, The (Das weiße Band)",Nonna Arber
242,Reunion in France,Drusy Bangley
557,Babylon 5: The River of Souls,Keely Lasseter
996,Patsy,Oliy Addy
645,Death of a President,Brigida Piquard
720,City of Ember,Liam Ife
136,"Gambler, The (Játékos, A)",Kirk Alfonsini
853,A Good Marriage,Zahara Wentworth
369,Aziz Ansari: Intimate Moments for a Sensual Evening,Claudio Ahmed
374,Wild Is the Wind,Rochette McGuinley
961,Rouva presidentti,Elga Belk
989,Wishing Stairs (Yeogo goedam 3: Yeowoo gyedan),Alyson Cranham
226,Of Mice and Men,Gates Oram
1044,Great Expectations,Boonie Von Salzberg
467,Land of the Pharaohs,Andrea Lecky
529,Far Out Man,Desi Rheaume
174,Titan A.E.,Legra Windham
919,"Against One Another, Virtually Friends",Francesca Worsom
1023,Once Upon a Time (Der var engang),Filmore Funnell
190,"Brief Vacation, A (breve vacanza, Una)",Laurent Millmore
375,Brainstorm,Harrietta Marwood
619,Weddings and Babies ,Stefania Rothchild
977,Brave,Laverna Peggs
431,Honeysuckle Rose (a.k.a. On the Road Again),Tedd Lebarree
232,"Dark Corner, The",Baldwin Sivyer
504,Repentance (Monanieba),Wynny Lefever
220,"Whole Town's Talking, The (Passport to Fame)",Babara Tipton
697,"Cold Light of Day, The",Frederich Cowup
1056,Giant,Graehme Flewin
756,Day and Night (Dag och natt),Mindy Robarts
548,"Town, The",Dulcine Besnardeau
335,Winchester '73,Nicolis Casiroli
368,The Hire: Ticker,Zola Renbold
328,Swimming,Burlie Cape
1026,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo),Kara-lynn Bridgwood
450,Hell's Hinges,Suki Comerford
881,"Monkey's Teeth (Dents du singe, Les)",Robinson Menat
746,Burke and Hare,Deina Boneham
76,Captain Corelli's Mandolin,Marguerite Marages
807,Quarantine 2: Terminal,Viole McSwan
157,The Great Spy Chase,Jonathan Sambedge
280,"Bobby Jones, Stroke of Genius",Glenn Savins
683,The Thief,Raimund Gallamore
142,Die Hard,Reggie Tie
73,Desperate Search,Justen Beckensall
249,Short Sharp Shock (Kurz und schmerzlos) ,Barb Hatrey
435,"Exterminator, The",Kyla Clemas
844,Modigliani,Fayth Loren
671,Dersu Uzala,Radcliffe Stoade
930,The Puzzle,Renard Charke
967,It All Starts Today (Ça commence aujourd'hui),Lavinie Knotte
919,Stalker,Inna Adriano
